price_id,price_type,product_code,category_tag,price,price_per,currency,date,location_id,proof_id,proof_type,country,city,qc_price_positive,qc_currency_present,qc_date_present,qc_date_not_future,qc_date_valid,qc_proof_present,qc_proof_visual,qc_product_identity,qc_core_eligible
22725,PRODUCT,3123930711758,,3.050,,EUR,2022-10-06,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
22973,PRODUCT,3123930711758,,3.050,,EUR,2022-08-17,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
23059,PRODUCT,3033491350795,,1.440,,EUR,2022-07-04,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
23140,PRODUCT,3456300014556,,2.290,,EUR,2022-06-18,401,5914,GDPR_REQUEST,France,Miribel,True,True,True,True,True,True,False,True,True
26093,PRODUCT,8719200265578,,4.600,,EUR,2024-05-14,342,6521,PRICE_TAG,United Kingdom,Hartlepool,True,True,True,True,True,True,False,True,True
28467,PRODUCT,8719200265578,,3.000,,EUR,2024-06-14,342,7377,PRICE_TAG,United Kingdom,Hartlepool,True,True,True,True,True,True,False,True,True
28521,PRODUCT,3038359004544,,1.100,,EUR,2024-06-01,57,7392,RECEIPT,France,Levallois-Perret,True,True,True,True,True,True,False,True,True
30555,PRODUCT,3560071264550,,1.650,,ADP,2024-07-24,715,7953,PRICE_TAG,France,Villabé,True,True,True,True,True,True,True,True,True
31473,PRODUCT,4850002940974,,595.000,,AMD,2024-08-18,823,8257,RECEIPT,Հայաստան,Երևան,True,True,True,True,True,True,True,True,True
32222,PRODUCT,8033976484743,,2.990,,EUR,2024-08-20,872,8428,RECEIPT,Italia,Mazara del Vallo,True,True,True,True,True,True,True,True,True
33072,PRODUCT,3273220530375,,1.530,,EUR,2024-09-05,3,8702,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
33086,PRODUCT,3033491350795,,1.740,,EUR,2024-09-05,3,8702,PRICE_TAG,France,Grenoble,True,True,True,True,True,True,False,True,True
33757,PRODUCT,8033976484743,,2.990,,EUR,2024-08-29,872,8820,RECEIPT,Italia,Mazara del Vallo,True,True,True,True,True,True,False,True,True
33765,PRODUCT,8033976484743,,2.990,,EUR,2024-09-03,872,8821,RECEIPT,Italia,Mazara del Vallo,True,True,True,True,True,True,False,True,True
33783,PRODUCT,8007066010075,,1.390,,EUR,2024-09-10,872,8826,RECEIPT,Italia,Mazara del Vallo,True,True,True,True,True,True,True,True,True
33784,PRODUCT,8033976484743,,2.990,,EUR,2024-09-10,872,8826,RECEIPT,Italia,Mazara del Vallo,True,True,True,True,True,True,True,True,True
